0,0.258144,0.354576,0,1,4,0,0,1,4,1
0,0.211554,0.35746,3,4,1,4,3,4,2,4
0,0.258729,0.371033,4,1,4,4,4,0,4,3
0,0.0506883,0.379655,1,2,4,0,1,1,4,0
0,0.161484,0.380347,2,1,3,0,2,1,4,1
0,0.209334,0.39017,4,3,4,3,4,2,4,3
0,0.0888771,0.39017,4,0,3,3,4,2,4,3
0,0.0419982,0.403109,2,4,1,3,2,4,1,2
0,0.0439903,0.405469,4,4,0,3,4,2,1,3
0,0.16567,0.449497,3,0,2,4,2,0,2,4
0,0.427833,0.451391,2,0,0,4,1,0,0,4
0,0.0407062,0.458148,3,0,4,4,2,1,3,4
0,0.378724,0.458148,1,1,3,4,2,1,3,4
0,0.265763,0.473239,0,4,1,0,0,4,3,0
0,0.232639,0.48158,3,1,3,3,4,1,3,3
0,0.0424079,0.496782,4,4,4,4,4,4,3,2
0,0.164126,0.508079,4,4,0,1,3,4,0,1
0,0.00592749,0.538111,1,3,3,1,2,3,3,1
0,0.531781,0.567308,4,2,3,0,4,2,2,0
0,0.176398,0.576641,2,0,1,2,1,0,1,2
0,0.338677,0.595722,0,4,4,4,1,4,4,4
0,0.381464,0.596596,0,4,0,1,0,4,0,0
0,0.257963,0.656111,3,2,4,0,3,3,4,0
0,7.89241e-05,1.79769e+308,0,2,4,4,0,0,0,0
1,0.861049,0.908423,0,4,0,2,0,4,1,2
1,0.861049,0.908423,0,4,0,2,0,4,1,2
1,0.831725,0.854497,2,3,2,2,2,3,3,3
1,0.785738,0.854497,2,4,3,4,2,3,3,3
1,0.774821,0.879275,0,4,4,3,1,4,4,2
1,0.7593,0.909316,4,4,0,4,4,4,1,4
1,0.751404,0.775037,1,4,0,3,2,4,0,3
1,0.742279,0.81533,2,3,3,4,2,2,4,4
1,0.738183,0.761198,4,0,3,2,3,0,3,3
1,0.735872,0.82169,4,2,2,1,4,2,3,1
1,0.725373,0.776503,4,2,0,3,4,2,1,4
1,0.712926,0.864017,3,0,3,4,2,0,3,4
1,0.711113,0.801593,0,1,1,4,0,1,1,3
1,0.699428,0.784117,1,1,2,4,1,0,3,4
1,0.699428,0.828421,1,1,2,4,0,1,2,4
1,0.691062,0.838008,1,2,4,4,1,1,4,4
1,0.690833,0.726955,4,1,2,2,4,1,1,2
1,0.688418,0.719952,2,1,1,3,2,0,1,3
1,0.677498,0.755274,3,2,4,3,3,1,4,3
1,0.677498,0.701816,3,2,4,3,4,2,4,4
1,0.671096,0.717066,1,3,2,3,1,4,1,3
1,0.671096,0.834903,1,3,2,3,0,3,2,3
1,0.667658,0.859595,0,3,4,4,1,3,4,4
1,0.66475,0.754676,3,1,4,0,2,1,4,0
1,0.64055,0.729747,2,1,3,3,3,1,2,3
1,0.64055,0.687737,2,1,3,3,2,1,4,3
1,0.63624,0.784117,0,0,4,4,1,0,3,4
1,0.624247,0.838008,0,1,3,4,1,1,4,4
1,0.624247,0.828421,0,1,3,4,0,1,2,4
1,0.597216,0.636271,2,1,2,0,2,1,2,1
1,0.596596,0.722777,0,4,0,0,1,4,1,0
1,0.595722,0.893187,1,4,4,4,1,3,3,4
1,0.589637,0.729747,3,1,1,4,3,1,2,3
1,0.582433,0.794468,4,4,2,1,4,4,3,1
1,0.582433,0.782923,4,4,2,1,4,4,0,2
1,0.580142,0.652262,1,1,1,0,2,1,1,1
1,0.578339,0.719952,3,0,1,2,2,0,1,3
1,0.572347,0.636271,2,0,2,1,2,1,2,1
1,0.564999,0.721386,1,0,3,0,2,0,2,0
1,0.564541,0.705426,2,2,0,1,3,2,0,2
1,0.562635,0.656219,1,2,1,2,2,2,2,2
1,0.561521,0.725373,4,3,0,3,4,2,0,3
1,0.561324,0.574958,1,3,4,0,0,2,4,0
1,0.561324,0.71746,1,3,4,0,1,3,3,0
1,0.559872,0.630729,4,0,2,0,4,1,3,0
1,0.559601,0.723958,4,3,3,2,3,3,3,2
1,0.554371,0.735907,4,4,0,0,4,3,0,1
1,0.553318,0.636271,1,1,3,1,2,1,2,1
1,0.542836,0.754676,1,1,3,0,2,1,4,0
1,0.538981,0.746421,4,3,4,4,4,2,3,4
1,0.538981,0.588809,4,3,4,4,4,4,4,3
1,0.536061,0.72169,2,0,2,3,2,1,1,2
1,0.53605,0.731044,3,0,0,0,2,1,0,0
1,0.530188,0.775037,3,4,0,2,2,4,0,3
1,0.523045,0.705426,3,3,0,1,3,2,0,2
1,0.51586,0.719952,1,0,0,3,2,0,1,3
1,0.514931,0.606611,0,4,2,2,1,4,3,2
1,0.514074,0.517253,0,3,1,0,1,2,1,0
1,0.514074,0.689144,0,3,1,0,1,4,2,0
1,0.510706,0.563069,3,0,1,1,3,1,1,1
1,0.507331,0.738969,2,4,4,1,1,4,4,0
1,0.497522,0.562635,1,3,0,2,1,2,1,2
1,0.497401,0.706389,1,0,4,1,0,0,4,0
1,0.497401,0.849318,1,0,4,1,2,0,4,1
1,0.484956,0.729747,3,0,2,3,3,1,2,3
1,0.47398,0.755274,4,0,2,3,3,1,4,3
1,0.473239,0.738969,0,4,3,0,1,4,4,0
1,0.472887,0.566804,3,3,3,1,2,2,3,1
1,0.468954,0.74803,4,1,0,4,4,1,1,4
1,0.468625,0.782923,3,4,0,4,4,4,0,2
1,0.468384,0.761198,2,0,4,3,3,0,3,3
1,0.463695,0.562635,1,2,0,3,1,2,1,2
1,0.458529,0.723958,3,2,3,2,3,3,3,2
1,0.458529,0.797689,3,2,3,2,0,2,2,2
1,0.457976,0.694614,2,3,2,3,3,3,2,4
1,0.455139,0.794318,4,3,2,3,3,3,1,4
1,0.446957,0.589637,4,2,1,2,3,1,1,4
1,0.446957,0.726955,4,2,1,2,4,1,1,2
1,0.436837,0.562782,0,3,2,4,0,2,1,4
1,0.431555,0.562782,1,2,1,3,0,2,1,4
1,0.425482,0.550513,0,2,3,1,0,1,2,1
1,0.422799,0.794318,2,4,1,4,3,3,1,4
1,0.418977,0.507334,4,2,0,1,3,1,0,1
1,0.416208,0.574958,1,2,3,0,0,2,4,0
1,0.407713,0.854046,2,3,0,4,0,4,0,4
1,0.405838,0.507331,2,4,4,0,2,4,4,1
1,0.403109,0.55404,2,4,1,2,2,4,2,2
1,0.39967,0.658903,3,1,0,4,3,2,2,2
1,0.390332,0.777064,2,2,3,4,3,3,4,3
1,0.390332,0.777064,2,2,3,4,3,3,4,3
1,0.389493,0.651685,0,3,1,2,1,1,1,2
1,0.389493,0.797689,0,3,1,2,0,2,2,2
1,0.388935,0.820844,1,4,2,3,1,4,1,4
1,0.375757,0.84377,3,1,4,2,1,1,3,3
1,0.363502,0.765999,1,1,4,2,1,0,2,2
1,0.361642,0.72169,1,2,1,1,2,1,1,2
1,0.358094,0.78587,3,4,4,1,1,4,3,1
1,0.35746,0.815503,3,4,2,4,2,4,1,1
1,0.351935,0.7474,3,1,0,3,0,4,2,1
1,0.351935,0.353455,3,1,0,3,3,0,1,3
1,0.351907,0.425116,0,3,3,3,1,2,3,3
1,0.351881,0.52823,3,3,3,0,2,3,3,0
1,0.348086,0.794318,0,0,3,1,3,3,1,4
1,0.34457,0.765999,3,4,3,2,1,0,2,2
1,0.342657,0.562782,0,3,1,3,0,2,1,4
1,0.341109,0.815503,2,4,0,0,2,4,1,1
1,0.326493,0.797689,2,2,1,4,0,2,2,2
1,0.311447,0.722777,1,4,1,1,1,4,1,0
1,0.307674,0.556827,2,3,4,2,1,3,3,2
1,0.29517,0.320961,4,0,1,1,4,1,1,0
1,0.278274,0.73494,0,4,3,2,0,3,3,1
1,0.25325,0.425116,1,2,4,2,1,2,3,3
1,0.211879,0.592064,2,3,2,0,3,2,2,0
2,0.908153,0.923461,1,3,0,1,1,4,0,2
2,0.902616,0.941566,1,3,0,3,1,3,2,2
2,0.891473,0.927563,3,3,2,1,3,4,1,1
2,0.891473,0.927735,3,3,2,1,3,3,2,2
2,0.891171,0.941566,2,3,2,1,1,3,2,2
2,0.889897,0.910804,3,4,3,4,2,4,2,3
2,0.878498,0.927735,2,2,2,3,3,3,2,2
2,0.878427,0.899063,4,1,4,1,4,2,3,2
2,0.876616,0.889956,2,1,3,2,1,1,2,2
2,0.876616,0.889956,2,1,3,2,1,1,2,2
2,0.876616,0.955138,2,1,3,2,2,2,4,2
2,0.871799,0.908423,0,4,2,3,0,4,1,2
2,0.863347,0.959605,3,2,4,1,3,0,4,3
2,0.860155,0.947879,1,2,3,4,2,1,2,4
2,0.855144,0.941867,4,3,3,3,3,2,3,3
2,0.854497,0.910804,2,3,3,3,2,4,2,3
2,0.854497,0.941867,2,3,3,3,3,2,3,3
2,0.84377,0.864017,1,1,3,3,2,0,3,4
2,0.84377,0.889956,1,1,3,3,1,1,2,2
2,0.83982,0.955533,4,3,2,2,4,3,1,2
2,0.837043,0.878133,3,4,0,0,2,3,0,0
2,0.834903,0.871799,0,3,2,3,0,4,2,3
2,0.832604,0.834632,0,1,3,0,1,1,2,0
2,0.830762,0.9107,3,4,1,3,3,4,0,3
2,0.830762,0.9107,3,4,1,3,3,4,0,3
2,0.82405,0.966093,4,3,1,1,4,3,2,0
2,0.822786,0.847414,2,0,4,0,3,1,3,0
2,0.820844,0.972285,1,4,1,4,0,3,3,4
2,0.81533,0.870435,2,2,4,4,3,1,4,4
2,0.814986,0.892841,2,2,3,0,1,2,3,1
2,0.807102,0.810479,0,3,2,1,0,3,3,0
2,0.806412,0.882388,2,0,1,1,2,0,1,0
2,0.801593,0.889956,0,1,1,3,1,1,2,2
2,0.795278,0.826836,3,3,1,2,3,2,0,3
2,0.774004,0.857278,4,1,3,2,4,0,2,2
2,0.762779,0.782535,3,0,0,4,3,0,1,4
2,0.72169,0.787768,2,1,1,2,1,1,1,3
2,0.72169,0.889956,2,1,1,2,1,1,2,2
2,0.711094,0.834632,2,2,1,0,1,1,2,0
2,0.53605,0.563069,3,0,0,0,3,1,1,1
3,0.985403,0.99753,2,2,0,3,1,2,2,3
3,0.972985,0.978613,2,1,0,1,2,2,1,1
3,0.972484,0.992526,2,0,2,2,3,1,3,2
