0,0.0187002,0.0729909,3,0,3,0,3,0,3,1
0,0.0719988,0.0729909,3,0,2,1,3,0,3,1
0,0.0639237,0.0835963,2,1,0,3,2,1,0,2
0,0.0635527,0.0937004,3,1,2,0,4,1,2,0
0,0.0478555,0.11014,1,3,2,0,1,3,1,0
0,0.0604445,0.12522,0,0,3,2,0,1,3,2
0,0.0509341,0.128023,3,2,1,0,3,3,1,0
0,0.127237,0.130671,4,3,0,0,3,3,0,0
0,0.0449147,0.139075,0,0,2,4,1,0,2,3
0,0.0142877,0.151875,1,0,2,1,1,0,1,1
0,0.0851257,0.155674,0,2,4,2,0,3,4,2
0,0.154891,0.155674,1,3,4,2,0,3,4,2
0,0.0132636,0.157193,4,1,2,1,3,1,1,0
0,0.0309339,0.157193,2,1,1,0,3,1,1,0
0,0.0515713,0.160226,2,2,1,3,2,2,1,2
0,0.0233505,0.160226,3,2,1,2,2,2,1,2
0,0.160062,0.168678,1,2,2,4,1,3,2,4
0,0.143162,0.171781,1,2,3,2,2,2,3,2
0,0.0769588,0.174381,2,3,3,2,2,2,3,3
0,0.0391973,0.175043,2,4,2,1,2,4,2,0
0,0.0556485,0.175372,0,1,3,1,0,1,3,3
0,0.0381366,0.175595,0,2,1,3,0,2,0,3
0,0.0940053,0.179089,3,2,0,4,3,3,0,4
0,0.0692636,0.187262,0,0,0,2,1,1,0,2
0,0.0692946,0.191015,4,0,4,0,3,0,4,0
0,0.187818,0.191159,1,3,3,3,1,3,4,3
0,0.0719034,0.191159,0,4,4,1,1,3,4,3
0,0.108815,0.200175,0,1,1,0,0,1,1,1
0,0.138441,0.200694,1,4,3,0,2,4,3,0
0,0.0950866,0.208752,4,0,1,0,3,0,1,0
0,0.06096,0.210446,3,2,2,1,3,1,2,1
0,0.00561078,0.210446,3,0,4,1,3,1,2,1
0,0.171631,0.21286,3,3,4,4,3,2,4,4
0,0.015776,0.213018,2,2,0,2,0,0,0,1
0,0.182768,0.21619,2,0,4,2,3,0,4,2
0,0.180089,0.217761,2,2,0,0,3,2,0,0
0,0.124844,0.230865,1,3,1,2,1,3,1,1
0,0.0890144,0.23119,0,2,2,1,0,2,1,1
0,0.0119388,0.237184,1,0,3,3,0,0,2,3
0,0.0573533,0.238319,3,4,1,2,3,4,2,2
0,0.0285015,0.244974,0,3,0,4,0,2,2,3
0,0.0717266,0.256925,4,4,4,2,3,4,4,2
0,0.0588515,0.256925,3,3,4,2,3,4,4,2
0,0.036503,0.25899,2,3,4,3,0,2,3,2
0,0.200915,0.259451,0,3,2,2,0,3,3,2
0,0.00801543,0.262804,0,1,2,3,1,0,4,2
0,0.171744,0.270453,4,0,0,4,4,0,0,3
0,0.21797,0.270453,3,0,0,3,4,0,0,3
0,0.117818,0.271769,4,1,0,2,4,2,0,2
0,0.229625,0.278586,0,2,0,0,0,2,1,0
0,0.099117,0.278933,0,2,3,0,0,2,2,0
0,0.0459275,0.285444,1,4,2,4,0,2,2,4
0,0.045111,0.291309,4,4,4,0,3,4,3,0
0,0.0783211,0.29517,3,1,1,3,4,0,1,1
0,0.136526,0.29517,3,0,0,1,4,0,1,1
0,0.252935,0.296357,1,4,2,2,1,4,2,1
0,0.0889033,0.300162,3,3,0,2,4,0,0,2
0,0.299916,0.307674,2,3,4,1,2,3,4,2
0,0.00883912,0.318498,2,3,0,1,2,3,1,1
0,0.248074,0.320961,4,1,0,0,4,1,1,0
0,0.00458197,0.325677,2,3,1,0,0,1,4,4
0,0.00799783,0.326493,1,0,1,0,2,2,1,4
0,0.141439,0.327048,3,2,3,4,2,3,4,4
0,0.0379486,0.337965,3,3,2,3,3,4,2,1
0,0.274825,0.354496,4,2,4,2,3,2,4,2
